True,Pred,AbsDiff,RelErr
1.2672,1.2858,0.018559,1.46
1.2916,1.2966,0.004984,0.39
2.7084,2.6928,0.015651,0.58
2.3116,2.303,0.0086768,0.38
1.6884,1.6992,0.010878,0.64
3.9858,3.9457,0.040045,1.0
0.014222,0.015511,0.0012893,9.07
3.165,3.1515,0.013492,0.43
0.83498,0.84496,0.0099743,1.19
2.6063,2.5829,0.023369,0.9
1.3937,1.4135,0.019796,1.42
3.2906,3.2759,0.014696,0.45
0.70937,0.72308,0.013716,1.93
1.6641,1.6852,0.021158,1.27
2.3359,2.3133,0.022648,0.97
2.6566,2.6259,0.030632,1.15
1.3434,1.3603,0.016886,1.26
3.6789,3.6825,0.003567,0.1
0.32107,0.32346,0.0023952,0.75
2.927,2.9243,0.0027633,0.09
1.073,1.0876,0.01459,1.36
1.7344,1.7755,0.041036,2.37
2.2656,2.227,0.038546,1.7
2.8825,2.8763,0.0061686,0.21
1.1175,1.1266,0.0090505,0.81
3.7802,3.7783,0.0018349,0.05
0.21984,0.22536,0.0055224,2.51
0.22535,0.2335,0.0081488,3.62
3.7746,3.7831,0.0084262,0.22
0.023581,0.024928,0.0013467,5.71
3.9764,3.9435,0.032919,0.83
2.1174,2.1026,0.014778,0.7
1.8826,1.9088,0.026165,1.39
0.84818,0.84723,0.00094217,0.11
3.1518,3.1331,0.018767,0.6
0.87461,0.88587,0.01126,1.29
3.1254,3.127,0.001621,0.05
0.88337,0.92447,0.041091,4.65
3.1166,3.1073,0.0093029,0.3
3.1614,3.1834,0.021927,0.69
0.83857,0.84264,0.0040756,0.49
1.5075,1.5044,0.0030621,0.2
2.4925,2.479,0.013516,0.54
0.45406,0.46453,0.010464,2.3
3.5459,3.5374,0.0085123,0.24
0.36426,0.38023,0.015967,4.38
3.6357,3.6326,0.0030982,0.09
1.9153,1.9175,0.0022656,0.12
2.0847,2.0889,0.004168,0.2
3.9858,4.0126,0.026766,0.67
0.014183,0.017506,0.0033223,23.42
0.0044696,0.012935,0.0084649,189.39
3.9955,3.9886,0.0069771,0.17
1.16,1.1619,0.0019521,0.17
2.84,2.8309,0.0091174,0.32
3.0626,3.0457,0.016823,0.55
0.93744,1.0156,0.078135,8.33
3.483,3.4457,0.037373,1.07
0.51696,0.51327,0.0036858,0.71
0.54573,0.54155,0.0041801,0.77
3.4543,3.4486,0.0056636,0.16
1.2191,1.2076,0.011433,0.94
2.7809,2.7776,0.0033255,0.12
1.0754,1.0961,0.020723,1.93
2.9246,2.9154,0.0092051,0.31
1.5313,1.5759,0.044586,2.91
2.4687,2.4333,0.035372,1.43
1.5218,1.5144,0.0074193,0.49
2.4782,2.4904,0.012213,0.49
0.86971,0.88203,0.012319,1.42
3.1303,3.1519,0.021639,0.69
2.016,2.0195,0.0035124,0.17
1.984,1.9688,0.015237,0.77
3.3173,3.296,0.021347,0.64
0.68268,0.71307,0.030388,4.45
1.6461,1.638,0.0081035,0.49
2.3539,2.3637,0.009794,0.42
2.6596,2.6569,0.0026777,0.1
1.3404,1.3415,0.0010948,0.08
0.54672,0.56987,0.023153,4.23
3.4533,3.4459,0.0073402,0.21
3.4725,3.456,0.016489,0.47
0.52753,0.54879,0.021259,4.03
3.6161,3.6179,0.0017612,0.05
0.3839,0.38982,0.005921,1.54
1.4514,1.4419,0.0095491,0.66
2.5486,2.5687,0.020168,0.79
3.0325,3.0288,0.0036569,0.12
0.96752,0.97644,0.0089182,0.92
2.0478,2.0436,0.0042207,0.21
1.9522,1.9617,0.0094788,0.49
2.1397,2.162,0.022355,1.04
1.8603,1.8527,0.0076152,0.41
0.17067,0.17087,0.0002006,0.12
3.8293,3.8362,0.0068388,0.18
3.7713,3.7818,0.010486,0.28
0.22871,0.22415,0.0045613,1.99
3.2337,3.2198,0.01395,0.43
0.76629,0.77396,0.0076737,1.0
1.8863,1.9,0.013681,0.73
2.1137,2.1095,0.0041339,0.2
2.3381,2.3116,0.026525,1.13
1.6619,1.687,0.025062,1.51
3.8603,3.8618,0.0014632,0.04
0.13968,0.14496,0.005282,3.78
0.40719,0.42081,0.013624,3.35
3.5928,3.5809,0.011874,0.33
2.127,2.1349,0.0079205,0.37
1.873,1.8759,0.0028976,0.15
2.9424,2.9402,0.0022297,0.08
1.0576,1.0609,0.0032963,0.31
0.80235,0.80943,0.0070798,0.88
3.1976,3.1848,0.012858,0.4
1.2132,1.1993,0.013899,1.15
2.7868,2.8117,0.024916,0.89
0.32115,0.33355,0.012402,3.86
3.6789,3.6757,0.0031817,0.09
2.9999,3.0102,0.01026,0.34
1.0001,0.99462,0.0054731,0.55
3.7931,3.792,0.0010223,0.03
0.20693,0.21718,0.010244,4.95
1.5832,1.5759,0.0072778,0.46
2.4168,2.437,0.020153,0.83
3.3728,3.3663,0.0065014,0.19
0.62718,0.63937,0.012187,1.94
2.4409,2.3894,0.051455,2.11
1.5591,1.5667,0.0076073,0.49
0.90584,0.90814,0.0023037,0.25
3.0942,3.0876,0.0066049,0.21
3.4125,3.3987,0.013825,0.41
0.58751,0.60389,0.016376,2.79
0.2454,0.25463,0.0092306,3.76
3.7546,3.7488,0.0057673,0.15
0.44316,0.46214,0.018979,4.28
3.5568,3.5305,0.026328,0.74
1.027,1.0456,0.018646,1.82
2.973,2.9619,0.011136,0.37
0.92066,0.92617,0.0055068,0.6
3.0793,3.065,0.014322,0.47
3.6495,3.6595,0.0099897,0.27
0.35045,0.35657,0.0061124,1.74
1.3963,1.386,0.01027,0.74
2.6037,2.6072,0.0034802,0.13
2.1531,2.1599,0.0068221,0.32
1.8469,1.8086,0.038341,2.08
0.80152,0.81898,0.017461,2.18
3.1985,3.1955,0.0030065,0.09
2.0372,2.0302,0.0069923,0.34
1.9628,1.9675,0.0046757,0.24
0.85553,0.8659,0.010371,1.21
3.1445,3.1467,0.0022056,0.07
0.7835,0.79361,0.01011,1.29
3.2165,3.2163,0.0002532,0.01
2.1361,2.1444,0.0083065,0.39
1.8639,1.8715,0.0075806,0.41
2.7031,2.6893,0.013771,0.51
1.2969,1.3209,0.024016,1.85
0.18118,0.18207,0.00089306,0.49
3.8188,3.8315,0.012712,0.33
3.9682,3.9816,0.01339,0.34
0.031774,0.031025,0.00074905,2.36
3.6552,3.6577,0.0025487,0.07
0.34483,0.35393,0.0090939,2.64
3.2139,3.2055,0.0084236,0.26
0.78608,0.795,0.0089163,1.13
3.2402,3.2191,0.021082,0.65
0.75984,0.79102,0.031181,4.1
0.76925,0.77615,0.0068914,0.9
3.2307,3.2165,0.014251,0.44
1.4618,1.4736,0.011824,0.81
2.5382,2.5388,0.00061274,0.02
0.46523,0.47215,0.006918,1.49
3.5348,3.5449,0.010152,0.29
0.52653,0.53425,0.0077199,1.47
3.4735,3.4638,0.0097058,0.28
3.7128,3.7013,0.011545,0.31
0.28718,0.29784,0.010654,3.71
2.6257,2.5886,0.037125,1.41
1.3743,1.4106,0.036296,2.64
2.2223,2.2025,0.019805,0.89
1.7777,1.7942,0.016507,0.93
2.5188,2.4985,0.020295,0.81
1.4812,1.4926,0.011429,0.77
2.3067,2.2986,0.0081086,0.35
1.6933,1.7043,0.011049,0.65
1.6935,1.7068,0.01325,0.78
2.3065,2.291,0.015423,0.67
0.078638,0.082902,0.0042643,5.42
3.9214,3.8954,0.025968,0.66
3.9995,1.3759e-06,3.9995,100.0
0.00045837,0.0051596,0.0047013,1025.65
2.7087,2.6805,0.02821,1.04
1.2913,1.3343,0.043067,3.34
3.2744,3.2639,0.010441,0.32
0.72561,0.73845,0.012845,1.77
0.38628,0.38572,0.00055578,0.14
3.6137,3.6203,0.0065675,0.18
0.09775,0.096296,0.0014545,1.49
3.9022,3.8712,0.031095,0.8
0.88216,0.89722,0.015065,1.71
3.1178,3.1099,0.0079806,0.26
2.2224,2.2148,0.0075581,0.34
1.7776,1.783,0.0053577,0.3
2.5333,2.5401,0.0067632,0.27
1.4667,1.4704,0.0037032,0.25
2.2093,2.189,0.020362,0.92
1.7907,1.8155,0.024838,1.39
0.95264,0.96511,0.012472,1.31
3.0474,3.0283,0.019062,0.63
0.25419,0.25445,0.00026667,0.1
3.7458,3.7361,0.0096922,0.26
1.3777,1.3597,0.018032,1.31
2.6223,2.634,0.011754,0.45
1.1622,1.1858,0.023635,2.03
2.8378,2.787,0.050797,1.79
0.19536,0.20135,0.0059982,3.07
3.8046,3.8199,0.015245,0.4
2.7714,2.7712,0.00024891,0.01
1.2286,1.214,0.014575,1.19
0.49284,0.50566,0.012819,2.6
3.5072,3.4905,0.016661,0.48
0.90256,0.92357,0.021007,2.33
3.0974,3.0985,0.0010953,0.04
3.6487,3.6443,0.0044274,0.12
0.3513,0.36755,0.016244,4.62
2.8186,2.8452,0.026599,0.94
1.1814,1.1729,0.0084665,0.72
0.47225,0.48178,0.0095383,2.02
3.5278,3.5255,0.0022924,0.06
1.7708,1.8162,0.045354,2.56
2.2292,2.1717,0.05749,2.58
3.6956,3.7041,0.0085521,0.23
0.30443,0.30469,0.00025797,0.08
3.2208,3.2089,0.011917,0.37
0.77919,0.83073,0.051543,6.61
1.4708,1.4616,0.0091478,0.62
2.5292,2.5509,0.021698,0.86
3.4694,3.4542,0.015182,0.44
0.53058,0.5556,0.025014,4.71
0.26895,0.27827,0.0093199,3.47
3.731,3.7248,0.0062778,0.17
1.4104,1.3975,0.012879,0.91
2.5896,2.6074,0.017771,0.69
1.0756,1.0686,0.0070106,0.65
2.9244,2.9326,0.0081916,0.28
3.6256,3.6138,0.01181,0.33
0.37438,0.39156,0.01718,4.59
0.03214,0.03343,0.0012896,4.01
3.9679,3.9721,0.0042009,0.11
2.3027,2.2972,0.0054693,0.24
1.6973,1.6881,0.0092317,0.54
3.9789,3.9789,3.6001e-05,0.0
0.021098,0.026705,0.0056071,26.58
3.3978,3.3913,0.0064979,0.19
0.60222,0.61802,0.015795,2.62
0.8989,0.89754,0.0013538,0.15
3.1011,3.1016,0.00054312,0.02
1.1291,1.1905,0.061372,5.44
2.8709,2.8432,0.02776,0.97
2.9447,2.9599,0.015157,0.51
1.0553,1.0624,0.0070996,0.67
2.8589,2.8428,0.016112,0.56
1.1411,1.1461,0.0050383,0.44
2.4573,2.4328,0.024488,1.0
1.5427,1.5669,0.024177,1.57
0.91475,0.94969,0.034938,3.82
3.0853,3.059,0.026235,0.85
2.0739,2.135,0.061056,2.94
1.9261,1.8694,0.05674,2.95
0.80296,0.84258,0.039617,4.93
3.197,3.1974,0.00032616,0.01
3.6382,3.6316,0.006639,0.18
0.36179,0.359,0.002797,0.77
0.28292,0.30014,0.017212,6.08
3.7171,3.7303,0.013273,0.36
3.2896,3.3033,0.013744,0.42
0.7104,0.70962,0.00077385,0.11
0.47338,0.50213,0.028752,6.07
3.5266,3.5522,0.025536,0.72
2.5887,2.5464,0.042284,1.63
1.4113,1.4551,0.043815,3.1
1.1633,1.2016,0.038346,3.3
2.8367,2.8112,0.025493,0.9
2.1286,2.155,0.026402,1.24
1.8714,1.8764,0.0049075,0.26
2.1984,2.1938,0.0045369,0.21
1.8016,1.8196,0.017931,1.0
0.1852,0.18296,0.0022362,1.21
3.8148,3.8227,0.0078809,0.21
3.8001,3.7919,0.0082853,0.22
0.19985,0.18069,0.019162,9.59
3.2975,3.3168,0.019326,0.59
0.70251,0.71095,0.0084438,1.2
0.69006,0.71786,0.027797,4.03
3.3099,3.3012,0.0087743,0.27
1.9136,1.9344,0.020885,1.09
2.0864,2.0638,0.022596,1.08
2.9566,2.9758,0.019261,0.65
1.0434,1.0156,0.027825,2.67
2.2731,2.2807,0.0075932,0.33
1.7269,1.7016,0.025348,1.47
3.533,3.5332,0.00024652,0.01
0.46702,0.45537,0.011655,2.5
1.9243,1.9258,0.0014706,0.08
2.0757,2.0838,0.008091,0.39
0.72338,0.731,0.0076236,1.05
3.2766,3.2565,0.020144,0.61
1.1524,1.1799,0.027485,2.39
2.8476,2.865,0.017449,0.61
2.9787,2.9822,0.0035181,0.12
1.0213,1.0062,0.015097,1.48
3.0862,3.067,0.019234,0.62
0.91379,0.9327,0.018913,2.07
0.84439,0.86802,0.023632,2.8
3.1556,3.137,0.018624,0.59
2.9617,2.9479,0.013818,0.47
1.0383,1.0386,0.00030482,0.03
0.76791,0.78918,0.021264,2.77
3.2321,3.2246,0.0075071,0.23
3.2809,3.2916,0.010735,0.33
0.71912,0.69452,0.024595,3.42
3.9763,3.9929,0.016536,0.42
0.023662,0.022761,0.00090089,3.81
3.0573,3.0229,0.034336,1.12
0.94273,0.97351,0.030782,3.27
2.4453,2.476,0.030727,1.26
1.5547,1.5427,0.011997,0.77
0.76213,0.77048,0.0083523,1.1
3.2379,3.2424,0.0044832,0.14
0.10786,0.097281,0.010575,9.8
3.8921,3.8647,0.027456,0.71
2.8015,2.7905,0.011063,0.39
1.1985,1.1866,0.011841,0.99
3.4366,3.4347,0.0018137,0.05
0.56344,0.58598,0.022543,4.0
1.7983,1.7525,0.0458,2.55
2.2017,2.216,0.014332,0.65
0.6634,0.64192,0.021478,3.24
3.3366,3.3536,0.016988,0.51
1.7819,1.7985,0.016546,0.93
2.2181,2.1897,0.028359,1.28
0.82844,0.80684,0.021593,2.61
3.1716,3.1762,0.0046701,0.15
0.98303,0.96395,0.019079,1.94
3.017,3.0154,0.0015807,0.05
0.61755,0.57841,0.039135,6.34
3.3825,3.42,0.037515,1.11
3.083,3.1309,0.047903,1.55
0.91698,0.92911,0.012128,1.32
1.7579,1.7669,0.0090295,0.51
2.2421,2.2367,0.0053594,0.24
0.92751,0.95882,0.031313,3.38
3.0725,3.0878,0.01526,0.5
2.1978,2.2168,0.019058,0.87
1.8022,1.783,0.019236,1.07
1.0935,1.11,0.016547,1.51
2.9065,2.9084,0.0018959,0.07
2.0477,2.0047,0.043,2.1
1.9523,1.9557,0.0033786,0.17
2.3357,2.3467,0.010979,0.47
1.6643,1.6344,0.029914,1.8
2.699,2.6988,0.00018406,0.01
1.301,1.3236,0.02257,1.73
3.6583,3.6527,0.0056167,0.15
0.34169,0.3466,0.0049109,1.44
2.9637,2.9699,0.00618,0.21
1.0363,1.0339,0.00239,0.23
0.28709,0.30138,0.014294,4.98
3.7129,3.7193,0.0064018,0.17
0.015201,0.023452,0.0082513,54.28
3.9848,4.0171,0.032268,0.81
3.9254,3.9186,0.0068154,0.17
0.074624,0.067748,0.0068755,9.21
1.914,1.9055,0.0085642,0.45
2.086,2.0819,0.0040936,0.2
2.9405,2.9354,0.0051305,0.17
1.0595,1.0389,0.020577,1.94
1.0776,1.0495,0.02815,2.61
2.9224,2.8817,0.040672,1.39
3.274,3.2556,0.018444,0.56
0.72599,0.76243,0.03644,5.02
1.2729,1.2777,0.004791,0.38
2.7271,2.7058,0.021307,0.78
2.6601,2.674,0.013875,0.52
1.3399,1.3173,0.022548,1.68
2.0273,2.0142,0.013134,0.65
1.9727,1.9733,0.00055945,0.03
3.9701,0.0,3.9701,100.0
0.029909,0.029217,0.00069166,2.31
3.8981,3.8879,0.010199,0.26
0.10188,0.10617,0.0042903,4.21
1.4682,1.4938,0.025573,1.74
2.5318,2.5061,0.025718,1.02
1.0258,1.0288,0.0029823,0.29
2.9742,2.9499,0.024318,0.82
3.3031,3.2895,0.013502,0.41
0.69695,0.70153,0.0045837,0.66
1.0781,1.0413,0.036822,3.42
2.9219,2.9195,0.0023744,0.08
0.24341,0.25513,0.011721,4.82
3.7566,3.7515,0.0050721,0.14
3.242,3.2736,0.031569,0.97
0.75797,0.7431,0.014871,1.96
3.66,3.6836,0.023632,0.65
0.34003,0.33833,0.0017005,0.5
0.52392,0.52422,0.00030333,0.06
3.4761,3.4351,0.040954,1.18
3.8303,3.8362,0.005964,0.16
0.16972,0.17482,0.0051068,3.01
0.51553,0.48614,0.029395,5.7
3.4845,3.5076,0.023131,0.66
1.2181,1.2345,0.016479,1.35
2.7819,2.7759,0.0060062,0.22
2.2041,2.1805,0.023601,1.07
1.7959,1.8238,0.027873,1.55
2.061,2.0508,0.010213,0.5
1.939,1.9507,0.011697,0.6
1.0692,1.0755,0.0063074,0.59
2.9308,2.9098,0.02101,0.72
2.4843,2.4731,0.011235,0.45
1.5157,1.5151,0.00058162,0.04
1.4023,1.4162,0.013898,0.99
2.5977,2.5602,0.037483,1.44
0.87744,0.89465,0.017207,1.96
3.1226,3.125,0.0023997,0.08
3.9354,3.9813,0.045857,1.17
0.064553,0.061409,0.0031437,4.87
2.1208,2.0433,0.077462,3.65
1.8792,1.9097,0.030497,1.62
2.3266,2.3449,0.018346,0.79
1.6734,1.6329,0.040468,2.42
0.64138,0.65007,0.0086896,1.35
3.3586,3.3429,0.015735,0.47
1.392,1.3929,0.00090694,0.07
2.608,2.5967,0.011261,0.43
2.8737,2.8154,0.058312,2.03
1.1263,1.1324,0.0061014,0.54
2.8325,2.8081,0.024382,0.86
1.1675,1.1765,0.0089855,0.77
0.54571,0.55235,0.0066429,1.22
3.4543,3.4557,0.0013983,0.04
0.92173,0.93948,0.017756,1.93
3.0783,3.086,0.0077195,0.25
0.67962,0.6637,0.015911,2.34
3.3204,3.2779,0.042485,1.28
0.058874,0.084023,0.025149,42.72
3.9411,3.8827,0.058463,1.48
2.6068,2.6034,0.0033917,0.13
1.3932,1.4053,0.012097,0.87
2.2859,2.3198,0.033908,1.48
1.7141,1.6622,0.051953,3.03
2.4872,2.4859,0.0012279,0.05
1.5128,1.5183,0.0054609,0.36
2.6754,2.636,0.039364,1.47
1.3246,1.3443,0.019715,1.49
2.1589,2.1738,0.014851,0.69
1.8411,1.8696,0.028492,1.55
1.7888,1.7748,0.013928,0.78
2.2112,2.2253,0.014116,0.64
2.5513,2.5348,0.016553,0.65
1.4487,1.4417,0.006958,0.48
3.5566,3.5676,0.010928,0.31
0.44338,0.45784,0.014461,3.26
2.7793,2.7602,0.01904,0.69
1.2207,1.2323,0.011614,0.95
0.53269,0.53015,0.0025391,0.48
3.4673,3.4645,0.0027828,0.08
2.3292,2.2992,0.029972,1.29
1.6708,1.7301,0.059243,3.55
1.8498,1.8907,0.040823,2.21
2.1502,2.1214,0.028803,1.34
1.2754,1.3188,0.043358,3.4
2.7246,2.666,0.058565,2.15
2.8434,2.8538,0.010438,0.37
1.1566,1.1205,0.036064,3.12
0.88375,0.90703,0.023288,2.64
3.1163,3.1293,0.013063,0.42
2.5074,2.5089,0.0014813,0.06
1.4926,1.466,0.026553,1.78
1.0417,1.0404,0.0012853,0.12
2.9583,2.9602,0.0018945,0.06
2.5361,2.5328,0.003305,0.13
1.4639,1.4513,0.012592,0.86
0.34988,0.35494,0.0050606,1.45
3.6501,3.6782,0.028054,0.77
3.6356,3.6497,0.014078,0.39
0.36439,0.35576,0.008631,2.37
3.5733,3.5971,0.023864,0.67
0.42675,0.42124,0.0055073,1.29
1.4548,1.4898,0.03499,2.41
2.5452,2.4922,0.053002,2.08
0.91653,0.93611,0.019575,2.14
3.0835,3.0839,0.00041389,0.01
1.874,1.8872,0.013187,0.7
2.126,2.0903,0.035722,1.68
3.865,3.8712,0.0062392,0.16
0.13505,0.139,0.0039482,2.92
1.3344,1.3036,0.030761,2.31
2.6656,2.6769,0.011296,0.42
0.8642,0.87282,0.008615,1.0
3.1358,3.1153,0.020534,0.65
2.8417,2.8832,0.041547,1.46
1.1583,1.1334,0.024917,2.15
0.77226,0.79109,0.018829,2.44
3.2277,3.2237,0.0040061,0.12
2.6543,2.6505,0.0038662,0.15
1.3457,1.3537,0.0080485,0.6
0.61372,0.63234,0.018622,3.03
3.3863,3.3834,0.002923,0.09
1.8465,1.8286,0.017905,0.97
2.1535,2.1114,0.042145,1.96
0.63321,0.67172,0.038513,6.08
3.3668,3.3969,0.030152,0.9
1.5757,1.5879,0.012171,0.77
2.4243,2.4043,0.020008,0.83
0.67346,0.64016,0.033294,4.94
3.3265,3.3538,0.027263,0.82
2.4907,2.4788,0.011948,0.48
1.5093,1.5061,0.0031109,0.21
1.1138,1.0964,0.01739,1.56
2.8862,2.9102,0.024005,0.83
0.66241,0.66511,0.0027,0.41
3.3376,3.3325,0.0050983,0.15
2.8855,2.8305,0.055023,1.91
1.1145,1.1953,0.080757,7.25
2.3666,2.4307,0.064133,2.71
1.6334,1.6268,0.0065891,0.4
0.18404,0.19492,0.010883,5.91
3.816,3.8112,0.004719,0.12
0.7246,0.7055,0.0191,2.64
3.2754,3.2981,0.022702,0.69
1.6094,1.5755,0.033873,2.1
2.3906,2.3862,0.0043335,0.18
1.3956,1.3748,0.020791,1.49
2.6044,2.6438,0.039409,1.51
1.5616,1.4936,0.068015,4.36
2.4384,2.4966,0.058174,2.39
1.404,1.4432,0.039192,2.79
2.596,2.5932,0.0028167,0.11
0.12364,0.13152,0.007875,6.37
3.8764,3.8924,0.015993,0.41
1.9422,1.9605,0.01833,0.94
2.0578,2.0473,0.010451,0.51
1.9905,1.982,0.0085262,0.43
2.0095,2.0143,0.0048263,0.24
0.44139,0.41675,0.024645,5.58
3.5586,3.562,0.0033662,0.09
2.6547,2.6591,0.0043826,0.17
1.3453,1.3344,0.010918,0.81
0.84305,0.84176,0.0012907,0.15
3.1569,3.1347,0.022206,0.7
2.393,2.3899,0.0030627,0.13
1.607,1.5811,0.025969,1.62
1.0304,1.0426,0.012191,1.18
2.9696,2.958,0.011587,0.39
3.0092,2.969,0.040245,1.34
0.99077,0.9642,0.026567,2.68
1.4641,1.4618,0.0022774,0.16
2.5359,2.4809,0.054991,2.17
2.1064,2.0861,0.020324,0.96
1.8936,1.9262,0.032593,1.72
3.8095,3.812,0.0025005,0.07
0.1905,0.19416,0.0036559,1.92
2.5718,2.5457,0.026169,1.02
1.4282,1.4379,0.0096822,0.68
1.2184,1.192,0.026338,2.16
2.7816,2.7305,0.051101,1.84
1.2519,1.2513,0.0005635,0.05
2.7481,2.7445,0.0036683,0.13
3.4626,3.4627,3.9339e-05,0.0
0.53737,0.55162,0.014249,2.65
3.3013,3.289,0.012249,0.37
0.69873,0.74694,0.048201,6.9
3.7944,3.8008,0.0064361,0.17
0.2056,0.19267,0.012938,6.29
2.2445,2.218,0.026489,1.18
1.7555,1.7591,0.0035847,0.2
1.528,1.5348,0.0068616,0.45
2.472,2.4592,0.012825,0.52
2.6424,2.6515,0.0090251,0.34
1.3576,1.3729,0.015294,1.13
2.3193,2.2475,0.071754,3.09
1.6807,1.682,0.0013,0.08
2.7386,2.7679,0.029384,1.07
1.2614,1.2439,0.017514,1.39
1.4783,1.4646,0.013691,0.93
2.5217,2.4781,0.043618,1.73
0.1338,0.14554,0.011734,8.77
3.8662,3.8722,0.0060022,0.16
0.68209,0.70788,0.025796,3.78
3.3179,3.3078,0.010162,0.31
3.2344,3.2399,0.00542,0.17
0.76557,0.79601,0.03044,3.98
2.2316,2.2797,0.048118,2.16
1.7684,1.6912,0.077187,4.36
0.9337,0.96166,0.027954,2.99
3.0663,3.011,0.055339,1.8
2.6429,2.6477,0.0047297,0.18
1.3571,1.3913,0.034255,2.52
3.3738,3.3624,0.011455,0.34
0.62616,0.6599,0.033744,5.39
3.4573,3.4811,0.023754,0.69
0.54269,0.56271,0.020024,3.69
2.7034,2.7008,0.0026739,0.1
1.2966,1.2964,0.00014448,0.01
3.4398,3.4445,0.0047367,0.14
0.56022,0.55771,0.0025066,0.45
2.4649,2.5089,0.044019,1.79
1.5351,1.5745,0.039344,2.56
1.7489,1.755,0.0061643,0.35
2.2511,2.2635,0.012385,0.55
2.2868,2.2887,0.0019538,0.09
1.7132,1.7145,0.0013188,0.08
3.9295,3.859,0.070478,1.79
0.070491,0.077387,0.0068956,9.78
2.5845,2.5789,0.0055985,0.22
1.4155,1.4412,0.025712,1.82
2.2025,2.2201,0.017631,0.8
1.7975,1.7863,0.011181,0.62
1.8207,1.7976,0.023074,1.27
2.1793,2.2281,0.048757,2.24
2.8825,2.9003,0.01788,0.62
1.1175,1.1335,0.015946,1.43
3.8397,3.8386,0.0010817,0.03
0.16029,0.16447,0.0041796,2.61
1.9293,1.9126,0.016742,0.87
2.0707,2.1176,0.046886,2.26
3.5726,3.6267,0.054042,1.51
0.42736,0.41261,0.014752,3.45
0.37476,0.3676,0.0071672,1.91
3.6252,3.6228,0.00243,0.07
2.3961,2.3924,0.0037079,0.15
1.6039,1.6003,0.0036333,0.23
2.1354,2.0988,0.036585,1.71
1.8646,1.8684,0.003798,0.2
1.14,1.1541,0.014113,1.24
2.86,2.864,0.0040429,0.14
2.8594,2.8699,0.010458,0.37
1.1406,1.1155,0.025128,2.2
0.10574,0.10384,0.0019035,1.8
3.8943,3.8803,0.013908,0.36
1.553,1.6392,0.086234,5.55
2.447,2.4026,0.044455,1.82
2.1177,2.0646,0.0531,2.51
