True,Pred,AbsDiff,RelErr
0.60222,0.59727,0.0049519,0.82
0.8989,0.9046,0.005698,0.63
3.1011,3.1214,0.020326,0.66
1.1291,1.1131,0.015999,1.42
2.8709,2.8421,0.028841,1.0
2.9447,2.9624,0.017722,0.6
1.0553,1.0495,0.0057586,0.55
2.8589,2.8652,0.0062637,0.22
1.1411,1.161,0.019993,1.75
2.4573,2.4685,0.011223,0.46
1.5427,1.5344,0.0083561,0.54
0.91475,0.88766,0.027092,2.96
3.0853,3.0886,0.0033197,0.11
2.0739,2.0605,0.013426,0.65
1.9261,1.8451,0.081023,4.21
0.80296,0.78291,0.020045,2.5
3.197,3.2079,0.010841,0.34
3.6382,3.6402,0.0020108,0.06
0.36179,0.34435,0.017446,4.82
0.28292,0.24558,0.03734,13.2
3.7171,3.7494,0.032349,0.87
3.2896,3.3125,0.022916,0.7
0.7104,0.73234,0.021947,3.09
0.47338,0.50501,0.031637,6.68
3.5266,3.5591,0.032449,0.92
2.5887,2.5629,0.025817,1.0
1.4113,1.4099,0.0014172,0.1
1.1633,1.1446,0.018655,1.6
2.8367,2.8437,0.0069783,0.25
2.1286,2.1403,0.011762,0.55
1.8714,1.8766,0.0051277,0.27
2.1984,2.2187,0.020279,0.92
1.8016,1.7979,0.0036809,0.2
0.1852,0.18149,0.0037039,2.0
3.8148,3.8114,0.0033686,0.09
3.8001,3.7718,0.028383,0.75
0.19985,0.18477,0.015081,7.55
3.2975,3.3216,0.024117,0.73
0.70251,0.7442,0.041691,5.93
0.69006,0.68587,0.0041923,0.61
3.3099,3.3257,0.01571,0.47
1.9136,1.8851,0.028477,1.49
2.0864,2.109,0.022551,1.08
2.9566,2.9387,0.017866,0.6
1.0434,1.1338,0.090312,8.66
2.2731,2.287,0.013902,0.61
1.7269,1.7611,0.034185,1.98
3.533,3.5155,0.017496,0.5
0.46702,0.47525,0.0082317,1.76
1.9243,1.8833,0.04101,2.13
2.0757,2.1728,0.097164,4.68
0.72338,0.70451,0.018861,2.61
3.2766,3.2817,0.0051227,0.16
1.1524,1.1664,0.014026,1.22
2.8476,2.8138,0.033782,1.19
2.9787,2.97,0.0086575,0.29
1.0213,1.0622,0.040937,4.01
3.0862,3.0605,0.025749,0.83
0.91379,0.89376,0.020025,2.19
0.84439,0.84813,0.0037427,0.44
3.1556,3.1719,0.016334,0.52
2.9617,2.9656,0.0039008,0.13
1.0383,1.022,0.016304,1.57
0.76791,0.7676,0.0003112,0.04
3.2321,3.2369,0.0048251,0.15
3.2809,3.2794,0.0014925,0.05
0.71912,0.71522,0.0039005,0.54
3.9763,3.9635,0.012843,0.32
0.023662,0.011518,0.012143,51.32
3.0573,3.0204,0.036906,1.21
0.94273,0.93755,0.0051828,0.55
2.4453,2.5195,0.074215,3.04
1.5547,1.6098,0.055033,3.54
0.76213,0.72298,0.039144,5.14
3.2379,3.289,0.051142,1.58
0.10786,0.085842,0.022014,20.41
3.8921,3.891,0.0011237,0.03
2.8015,2.7604,0.041083,1.47
1.1985,1.2108,0.012293,1.03
3.4366,3.4395,0.002914,0.08
0.56344,0.53838,0.025064,4.45
1.7983,1.771,0.027288,1.52
2.2017,2.1356,0.066085,3.0
0.6634,0.6431,0.020294,3.06
3.3366,3.3751,0.038472,1.15
1.7819,1.7895,0.0075859,0.43
2.2181,2.2066,0.011441,0.52
0.82844,0.85354,0.02511,3.03
3.1716,3.1602,0.011323,0.36
0.98303,0.96335,0.019682,2.0
3.017,3.0057,0.011312,0.37
0.61755,0.54556,0.071986,11.66
3.3825,3.3871,0.0046213,0.14
3.083,3.0357,0.047345,1.54
0.91698,0.91755,0.00056869,0.06
1.7579,1.7558,0.0021135,0.12
2.2421,2.236,0.0060644,0.27
0.92751,0.93608,0.0085697,0.92
3.0725,3.0653,0.0072196,0.23
2.1978,2.1823,0.015476,0.7
1.8022,1.7329,0.069343,3.85
1.0935,1.1064,0.012915,1.18
2.9065,2.9101,0.0035496,0.12
2.0477,2.0612,0.013473,0.66
1.9523,1.9401,0.012234,0.63
2.3357,2.3203,0.015399,0.66
1.6643,1.6902,0.025877,1.55
2.699,2.7143,0.015316,0.57
1.301,1.3367,0.03571,2.74
3.6583,3.7275,0.069176,1.89
0.34169,0.34407,0.0023848,0.7
2.9637,2.8792,0.084496,2.85
1.0363,1.0299,0.0063255,0.61
0.28709,0.26434,0.022753,7.93
3.7129,3.7334,0.020518,0.55
0.015201,0.011091,0.0041094,27.03
3.9848,3.9635,0.021305,0.53
3.9254,3.9352,0.0098286,0.25
0.074624,0.026828,0.047796,64.05
1.914,1.9193,0.00527,0.28
2.086,2.0915,0.0055358,0.27
2.9405,2.9251,0.015436,0.52
1.0595,1.0938,0.034354,3.24
1.0776,1.0129,0.06469,6.0
2.9224,2.9405,0.018157,0.62
3.274,3.2798,0.0057468,0.18
0.72599,0.65888,0.067109,9.24
1.2729,1.2787,0.0058011,0.46
2.7271,2.7185,0.0086067,0.32
2.6601,2.5947,0.065409,2.46
1.3399,1.316,0.0239,1.78
2.0273,2.0239,0.0033782,0.17
1.9727,1.951,0.021688,1.1
3.9701,3.9635,0.0065961,0.17
0.029909,0.027302,0.0026064,8.71
3.8981,3.8602,0.037921,0.97
0.10188,0.077829,0.024054,23.61
1.4682,1.4666,0.0016706,0.11
2.5318,2.5286,0.0031974,0.13
1.0258,1.0249,0.00084472,0.08
2.9742,2.9899,0.015698,0.53
3.3031,3.3094,0.0063004,0.19
0.69695,0.69791,0.00095987,0.14
1.0781,1.0472,0.03088,2.86
2.9219,2.9305,0.0085914,0.29
0.24341,0.24718,0.0037685,1.55
3.7566,3.7226,0.034026,0.91
3.242,3.2125,0.029517,0.91
0.75797,0.76692,0.0089492,1.18
3.66,3.6434,0.016574,0.45
0.34003,0.34694,0.0069083,2.03
0.52392,0.62536,0.10144,19.36
3.4761,3.4081,0.067935,1.95
3.8303,3.8476,0.017268,0.45
0.16972,0.17827,0.0085536,5.04
0.51553,0.42959,0.085948,16.67
3.4845,3.5023,0.017872,0.51
1.2181,1.1899,0.028103,2.31
2.7819,2.7811,0.00081801,0.03
2.2041,2.1858,0.018291,0.83
1.7959,1.7329,0.06307,3.51
2.061,2.0342,0.026821,1.3
1.939,1.9649,0.025856,1.33
1.0692,1.0855,0.016302,1.52
2.9308,2.8858,0.04504,1.54
2.4843,2.4171,0.067209,2.71
1.5157,1.4922,0.02345,1.55
1.4023,1.3833,0.01898,1.35
2.5977,2.5757,0.021969,0.85
0.87744,0.84602,0.031424,3.58
3.1226,3.159,0.036408,1.17
3.9354,3.9635,0.028048,0.71
0.064553,0.10551,0.040956,63.45
2.1208,2.1198,0.0010166,0.05
1.8792,1.8486,0.030629,1.63
2.3266,2.332,0.0054274,0.23
1.6734,1.6834,0.010023,0.6
0.64138,0.62673,0.014652,2.28
3.3586,3.3507,0.0078709,0.23
1.392,1.3654,0.026591,1.91
2.608,2.5987,0.00927,0.36
2.8737,2.819,0.054724,1.9
1.1263,1.1502,0.023894,2.12
2.8325,2.8489,0.016374,0.58
1.1675,1.1844,0.016872,1.45
0.54571,0.5358,0.0099097,1.82
3.4543,3.4237,0.030617,0.89
0.92173,0.92015,0.0015798,0.17
3.0783,3.0644,0.013905,0.45
0.67962,0.69903,0.019419,2.86
3.3204,3.2956,0.024769,0.75
0.058874,0.085103,0.026229,44.55
3.9411,3.9635,0.022369,0.57
2.6068,2.6141,0.0072768,0.28
1.3932,1.4246,0.031372,2.25
2.2859,2.2174,0.068443,2.99
1.7141,1.7109,0.0032159,0.19
2.4872,2.4717,0.0155,0.62
1.5128,1.539,0.026199,1.73
2.6754,2.6741,0.00124,0.05
1.3246,1.3052,0.0194,1.46
2.1589,2.1462,0.0127,0.59
1.8411,1.8233,0.017747,0.96
1.7888,1.7995,0.010752,0.6
2.2112,2.182,0.029205,1.32
2.5513,2.5145,0.036823,1.44
1.4487,1.4974,0.048663,3.36
3.5566,3.5388,0.01787,0.5
0.44338,0.42649,0.016887,3.81
2.7793,2.758,0.021221,0.76
1.2207,1.2637,0.042968,3.52
0.53269,0.51345,0.019231,3.61
3.4673,3.4651,0.0022559,0.07
2.3292,2.2142,0.11498,4.94
1.6708,1.7473,0.076526,4.58
1.8498,1.89,0.040112,2.17
2.1502,2.0653,0.084861,3.95
1.2754,1.2509,0.024491,1.92
2.7246,2.7055,0.01913,0.7
2.8434,2.7798,0.063587,2.24
1.1566,1.1782,0.021574,1.87
0.88375,0.87053,0.01322,1.5
3.1163,3.1652,0.04892,1.57
2.5074,2.6244,0.11699,4.67
1.4926,1.4034,0.089185,5.98
1.0417,1.0227,0.018968,1.82
2.9583,2.9514,0.0069749,0.24
2.5361,2.5272,0.0089409,0.35
1.4639,1.4225,0.041332,2.82
0.34988,0.26458,0.085305,24.38
3.6501,3.6604,0.010282,0.28
3.6356,3.6232,0.01242,0.34
0.36439,0.2919,0.072486,19.89
3.5733,3.5208,0.052478,1.47
0.42675,0.43837,0.01162,2.72
1.4548,1.3201,0.13474,9.26
2.5452,2.6174,0.072249,2.84
0.91653,0.844,0.072533,7.91
3.0835,3.1377,0.054275,1.76
1.874,1.9312,0.057187,3.05
2.126,2.141,0.01496,0.7
3.865,3.8608,0.0041609,0.11
0.13505,0.1547,0.019656,14.56
1.3344,1.3748,0.040409,3.03
2.6656,2.7031,0.037518,1.41
0.8642,0.86794,0.0037359,0.43
3.1358,3.1766,0.040817,1.3
2.8417,2.8414,0.00033355,0.01
1.1583,1.0228,0.13554,11.7
0.77226,0.73895,0.033311,4.31
3.2277,3.1813,0.046411,1.44
2.6543,2.5905,0.063829,2.4
1.3457,1.3719,0.026175,1.95
0.61372,0.58071,0.033011,5.38
3.3863,3.3896,0.003315,0.1
1.8465,1.8876,0.04107,2.22
2.1535,2.0901,0.063392,2.94
0.63321,0.70248,0.069273,10.94
3.3668,3.4036,0.036768,1.09
1.5757,1.5781,0.0023876,0.15
2.4243,2.4452,0.020919,0.86
0.67346,0.68436,0.010901,1.62
3.3265,3.3305,0.0039198,0.12
2.4907,2.4742,0.016539,0.66
1.5093,1.4475,0.061718,4.09
1.1138,1.005,0.10878,9.77
2.8862,2.9887,0.10246,3.55
0.66241,0.66498,0.0025657,0.39
3.3376,3.3682,0.030575,0.92
2.8855,2.8016,0.083895,2.91
1.1145,1.0721,0.042374,3.8
2.3666,2.2522,0.11435,4.83
1.6334,1.7126,0.079177,4.85
0.18404,0.19819,0.014147,7.69
3.816,3.8533,0.037308,0.98
0.7246,0.65548,0.069113,9.54
3.2754,3.3273,0.051903,1.58
1.6094,1.782,0.17253,10.72
2.3906,2.2998,0.090796,3.8
1.3956,1.2778,0.11777,8.44
2.6044,2.5787,0.025679,0.99
1.5616,1.5001,0.061545,3.94
2.4384,2.4953,0.056882,2.33
1.404,1.3078,0.096144,6.85
2.596,2.6226,0.026609,1.03
0.12364,0.087114,0.036528,29.54
3.8764,3.9635,0.087137,2.25
1.9422,1.8739,0.068269,3.52
2.0578,2.0522,0.0055847,0.27
1.9905,2.034,0.043536,2.19
2.0095,2.0213,0.011759,0.59
0.44139,0.40347,0.037921,8.59
3.5586,3.5639,0.0052438,0.15
2.6547,2.6845,0.029807,1.12
1.3453,1.3341,0.011164,0.83
0.84305,0.74812,0.094929,11.26
3.1569,3.1599,0.0029204,0.09
2.393,2.3608,0.032161,1.34
1.607,1.6211,0.014046,0.87
1.0304,0.95778,0.072634,7.05
2.9696,2.9546,0.01499,0.5
3.0092,2.9594,0.049825,1.66
0.99077,0.96402,0.026752,2.7
1.4641,1.4724,0.0083424,0.57
2.5359,2.4982,0.037767,1.49
2.1064,2.1377,0.031284,1.49
1.8936,1.8091,0.084498,4.46
3.8095,3.8711,0.061551,1.62
0.1905,0.15149,0.039011,20.48
2.5718,2.5605,0.011365,0.44
1.4282,1.4138,0.014396,1.01
1.2184,1.3116,0.093297,7.66
2.7816,2.7087,0.072938,2.62
1.2519,1.2325,0.019391,1.55
2.7481,2.8139,0.065758,2.39
3.4626,3.4526,0.0099971,0.29
0.53737,0.57391,0.036537,6.8
3.3013,3.2911,0.010135,0.31
0.69873,0.74736,0.048624,6.96
3.7944,3.8204,0.025962,0.68
0.2056,0.14143,0.064176,31.21
2.2445,2.2353,0.0091925,0.41
1.7555,1.7005,0.054976,3.13
1.528,1.588,0.060057,3.93
2.472,2.4702,0.001847,0.07
2.6424,2.4402,0.20222,7.65
1.3576,1.3151,0.042501,3.13
2.3193,2.2475,0.071794,3.1
1.6807,1.7188,0.038003,2.26
2.7386,2.8195,0.080897,2.95
1.2614,1.219,0.042457,3.37
1.4783,1.5034,0.025151,1.7
2.5217,2.423,0.098716,3.91
0.1338,0.15434,0.020539,15.35
3.8662,3.8512,0.01496,0.39
0.68209,0.64852,0.033569,4.92
3.3179,3.3197,0.0017657,0.05
3.2344,3.1789,0.055498,1.72
0.76557,0.71082,0.054743,7.15
2.2316,2.357,0.1254,5.62
1.7684,1.7194,0.049002,2.77
0.9337,0.99162,0.057922,6.2
3.0663,3.0328,0.033448,1.09
2.6429,2.7183,0.075378,2.85
1.3571,1.3172,0.03985,2.94
3.3738,3.3365,0.037302,1.11
0.62616,0.59732,0.028844,4.61
3.4573,3.4146,0.042675,1.23
0.54269,0.447,0.095683,17.63
2.7034,2.6811,0.022306,0.83
1.2966,1.2504,0.046176,3.56
3.4398,3.4353,0.0045004,0.13
0.56022,0.53253,0.027686,4.94
2.4649,2.5218,0.056887,2.31
1.5351,1.4996,0.035518,2.31
1.7489,1.7418,0.0070263,0.4
2.2511,2.2804,0.029252,1.3
2.2868,2.296,0.0091877,0.4
1.7132,1.7381,0.024837,1.45
3.9295,3.9279,0.0016043,0.04
0.070491,0.052878,0.017614,24.99
2.5845,2.5813,0.0031955,0.12
1.4155,1.4737,0.05821,4.11
2.2025,2.1426,0.059919,2.72
1.7975,1.7937,0.0037749,0.21
1.8207,1.8382,0.017569,0.96
2.1793,2.1704,0.008971,0.41
2.8825,2.9061,0.023645,0.82
1.1175,1.1693,0.051723,4.63
3.8397,3.8272,0.012515,0.33
0.16029,0.15941,0.00087979,0.55
1.9293,1.9206,0.0087647,0.45
2.0707,2.0444,0.026234,1.27
3.5726,3.6792,0.10654,2.98
0.42736,0.28657,0.14079,32.94
0.37476,0.36609,0.0086721,2.31
3.6252,3.6227,0.0025053,0.07
2.3961,2.3577,0.038324,1.6
1.6039,1.5908,0.013154,0.82
2.1354,2.1435,0.0080357,0.38
1.8646,1.9119,0.047348,2.54
1.14,1.1064,0.033609,2.95
2.86,2.8601,0.00012422,0.0
2.8594,2.9138,0.054391,1.9
1.1406,1.161,0.020368,1.79
0.10574,0.068399,0.037344,35.32
3.8943,3.9122,0.017902,0.46
1.553,1.696,0.14297,9.21
2.447,2.3475,0.099504,4.07
2.1177,2.2049,0.087238,4.12
1.8823,1.9175,0.035164,1.87
